Unique ID,Type,clean_text,label_list,label_count,3.1.1 - Maternal mortality ratio,3.1.2 - Proportion of births attended by skilled health personnel,3.2.1 - Under-5 mortality rate,3.2.2 - Neonatal mortality rate,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","3.3.2 - Tuberculosis incidence per 100,000 population","3.3.3 - Malaria incidence per 1,000 population","3.3.4 - Hepatitis B incidence per 100,000 population",3.3.5 - Number of people requiring interventions against neglected tropical diseases,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",3.4.2 - Suicide mortality rate,"3.5.1 - Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders","3.5.2 - Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol",3.6.1 - Death rate due to road traffic injuries,3.7.1 - Proportion of women of reproductive age (aged 15_49 years) who have their need for family planning satisfied with modern methods,"3.7.2 - Adolescent birth rate (aged 10_14 years; aged 15_19 years) per 1,000 women in that age group","3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)",3.8.2 - Proportion of population with large household expenditures on health as a share of total household expenditure or income,3.9.1 - Mortality rate attributed to household and ambient air pollution,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",3.9.3 - Mortality rate attributed to unintentional poisoning,3.a.1 - Age-standardized prevalence of current tobacco use among persons aged 15 years and older,3.b.1 - Proportion of the target population covered by all vaccines included in their national programme,3.b.2 - Total net official development assistance to medical research and basic health sector,3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,3.c.1 - Health worker density and distribution,3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness
757,Open Opp,discovery cellbased chemical probe novel brain target research scope technological innovation chemical synthesis cheminformatics structural biology high throughput bioactivity drug property assay allowed rapid discovery novel smallmolecule probe study diseaserelated biological process mechanism academic environment funding opportunity nimh nia nichd andor nidcd encourage application advance discovery small molecule chemical probe use cellbased study foa aim stimulate research discovery development novel cellbased chemical probe potential use understanding biological process relevant mission participating nih institute use chemical probe discover andor validate novel biological target inform study brain disease mechanism emphasis placed research provides new insight important diseaserelated biological target biological process example application may involve emerging therapeutic target mechanism discovery chemical probe may lead development therapeutic provide insight biology relevant disease program creates opportunity integrated research biology chemistry structureactivity relationship sar novel compound iterative parallel optimization process advance successful development cellbased chemical probe applicant foa hand starting compound validated hit chemical optimization bioassay testing new analog compound iterative bioassay chemical optimization cycle may encompass cellular activity potency cellular assay cellular penetration cellular permeability measured relevant assay cacomdrmdckpampa aqueous solubility selectivity assessment ontarget offtarget effect cell cellular target engagement mechanism action abovementioned area investigation representative meant allinclusive project proposing development phenotypic chemical probe suitable foa main emphasis project submitted foa discovery cellbased chemical probe rather chemical lead drug therapeutic discovery applicant interested developing vivo chemical probe may wish apply using companion mechanism par project seeking resource later stage drug development suitable foa award information funding instrument grant support mechanism providing money property eligible entity carry approved project activity application type allowed new resubmission revision oer glossary application guide provide detail application type fund available anticipated number award number award contingent upon nih appropriation submission sufficient number meritorious application award budget direct cost limited twoyear period direct cost allowed single year award project period maximum project period year eligible applicant eligible organization higher education institution publicstate controlled institution higher education private institution higher education following type higher education institution always encouraged apply nih support public private institution higher education hispanicserving institution historically black college university hbcus tribally controlled college university tccus alaska native native hawaiian serving institution asian american native american pacific islander serving institution aanapisis nonprofit institution higher education nonprofit irs status institution higher education nonprofit without irs status institution higher education forprofit organization small business forprofit organization small business government state government county government city township government special district government indiannative american tribal government federally recognized indiannative american tribal government federally recognized eligible agency federal government territory possession independent school district public housing authoritiesindian housing authority native american tribal organization federally recognized tribal government faithbased communitybased organization regional organization nondomestic nonus entity foreign institution foreign institution nondomestic nonus entity foreign institution eligible apply nondomestic nonus component organization eligible apply foreign component defined nih grant policy statement allowed,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760,Open Opp,addressing challenge antimicrobial resistance amr antimicrobial resistance amr specifically antibacterial resistance pose global challenge human animal health well environment overuse misuse antibiotic led growing number bacteria human animal environment resistant lifesaving antimicrobial therapy research council rcuk strategic partnership uk seven research council working together fund wide range research amr crosscouncil initiative develop collaborative approach across research discipline identify number research opportunity challenge tackling rise amr one joint initiative tackling amr rcuk india strategic amr group inaugurated indian science minister november part ukindia tech summit new delhi indian department biotechnology dbt nodal agency bringing together key indian funders work together ukindia joint priority amr building joint ukindia initiative rcuk together dbt pleased preannounce joint initiative antimicrobial resistance funded newton fund programme provide funding highly collaborative interdisciplinary research partnership indian researcher order develop collaboration funders hold residential interactive workshop also known sandpit day india early november call expression interest based participant event launched late july dbt manage indian participation event separate process million available research council support element partnership intention fund project three year duration commencing mid contribution matched dbt support indian component partnership wish added mailing list sent notification call expression interest attending event live website please email amresrcacuk add mailing list amr ukindia call subject line detail subject change following discussion funders,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45239,Funding Info,health medical service improvement project march following japansri lanka summit meeting tokyo kenichi suganuma ambassador extraordinary plenipotentiary japan democratic socialist republic sri lanka prof dammika ganganath disanayake ambassador extraordinary plenipotentiary democratic socialist republic sri lanka japan signed exchanged note concerning provision yen loan billion yen health medical service improvement project presence shinzo abe prime minister japan maithripala sirisena president democratic socialist republic sri lanka project financed improve medical facility equipment tertiary healthcare institution training center medical staff well strengthening maintenance medical equipment western northwestern central north central eastern uva province sri lanka expected project enhance medical service relating diagnosis treatment noncommunicable disease ncds especially cardiovascular disease implementation project expected two year completion project number annual catheter examination per annum medical institution included project rise approx currently approx catheter treatment increase approx approx per annum expected improved access medical care contribute improving health condition resident,"3.c.1 - Health worker density and distribution|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)|3.8.2 - Proportion of population with large household expenditures on health as a share of total household expenditure or income|3.b.2 - Total net official development assistance to medical research and basic health sector|3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
262027,Tender,assessment case management system improved access basic social service unicef zambia seeking contract qualified experienced institution provide consultancy service summarised background usaidfunded project service efficiency effectiveness vulnerable child adolescent seevca partnership government republic zambia grz united nation childrens fund unicef united state agency international development usaid project implemented year integral strengthening national grz child family welfare system seevca programmed responsible grz structure national provincial district ward community uniform system standard across district copperbelt lusaka province component project seek strengthen government system integrated case management improved service delivery improve access quality social protection basic care service vulnerable child adolescent intention strengthen case management system recognises inextricable linkage objective platform intersectoral preventative action objective target purpose consultancy conduct assessment existing case management system within relation social service provider lusaka copperbelt province assessment highlight exists term coordination among different technical sector ensure identified childrens need care protection support professional service met service strengthened form comprehensive grz integrated case management system child family wellbeing objective assignment provide insight specific reference existing potential avenue within statute policy practice integrated case management within zambia since statute police nationally relevant part assignment focus national avenue whilst specific practice focus copperbelt lusaka province description assignment scope work specific task assessment case management zambia informed existing guideline assessing developing designing integrated case management system study contributing development integrated case management system assignment need look currently exists potential avenue exist collaborative intersectoral case management national provincial district front line level although case management popularly conceptualized point service delivery assessment use systemic perspective recognizing service nested within established process strategy policy level,"3.b.2 - Total net official development assistance to medical research and basic health sector|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
221650,Contract,provide integrated wholeperson approach health care patient severe mental illness substance use disorder,"3.5.1 - Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders|3.5.2 - Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50357,Funding Info,pledge fresh support combat ebola outbreak providing fresh support help tackle ongoing ebola outbreak democratic republic congo drc international development secretary penny mordaunt announce today wednesday may new aid support help world health organisation monitor spread disease identify diagnose case trace people risk infection support vaccination campaign treat sick also strengthen drcs health system treat appropriately manage growing number case disease extra million funding mean currently one largest country donor response,3.3.5 - Number of people requiring interventions against neglected tropical diseases|3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness|3.b.1 - Proportion of the target population covered by all vaccines included in their national programme,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
277798,Tender,consulting service improve medical care assessment method kyrgyz republic received grant world bank toward cost health resultsbased financing project intends apply part proceeds consulting service order implement project ministry health established rbf secretariat responsible project activity implementation including quarterly review participating provider assess quality care delivered rbf secretariat since launch project july conducted baseline two followup quarterly review using bsc initial result suggest structural measure quality improved dramatically however addition promising improvement noticeable lag improvement process care delivery measure half bsc indicator related process quality clinical care delivery include example review medical chart assess clinical completeness including justification diagnosis treatment compliance clinical protocol treatment algorithm including appropriate use laboratory testing currently measuring clinical process quality indicator relies chart review method document shortcoming already delivered medical care largely depends skill staff produce medical documentation important chart review lead changing clinical practice actual practice change required improve health outcome example desired practice change include timely intervention obstructive labor proper use antibiotic neonatal pneumonia prevent per partum death lower child mortality rate timely diagnosis acute myocardial infarction administration aspirin statin beta blocker save life ministry health kyrgyz republic wish augment success rbf approach using bsc intervention directly impact process care delivery physician rayon hospital phc intends apply part proceeds consulting service overall objective assignment develop transfer moh instrument supplement rbf approach using bsc instrument use simulated patient vignette measure feedback performance educate hospital doctor key clinical skill clinical resource clinical reasoning adherence evidencebased clinical guideline instrument allow generate data quality medical care individual hospital level using simulated patient vignette clinical case provide individual feedback allow supplier improve quality care rayon hospital country expected developed instrument allow carrying type work national level possibility conduct time primary care facility process task implementation consultant shall provide training local expert instrument developed transfer client technology designed ensure sustainability initiative implemented end project consulting service service include development design introduction analysis instrument quality improvement measure process quality care rayon hospital provide physician detailed individual feedback opportunity improve clinical quality national population involves writing case creating explicit scoring criterion performance preparing evidencebased feedback form three distinct clinical area planning implementation design operation local field team official including report proposed plan training piloting simulation focus task overall quality care special focus three important health service kyrgyz population clinical care obstetrics neonatal care noncommunicable disease consultant develop case simulation divided three area obstetric care neonatal care iii noncommunicable disease cardiovascularcvd contract shall made period rbf project implementation effective november implementation project development case simulation vignette obstetrical care neonatal care noncommunicable cardiovascular disease month upon signing contract implementation begin first round measurement case simulation vignette feedback designated rayon hospital carried serially case simulation vignette conducted quarterly round till october two round,3.1.2 - Proportion of births attended by skilled health personnel|3.c.1 - Health worker density and distribution|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis|3.2.2 - Neonatal mortality rate|3.1.2 - Proportion of births attended by skilled health personnel,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
867,Open Opp,investigatorinitiated clinical trial targeting disease funding opportunity announcement foa invite application investigatorinitiated clinical trial within mission national institute diabetes digestive kidney disease niddk conducted two clinical research center niddk committed improving health people diabetes endocrine metabolic disease digestive disease nutritional disorder obesity kidney urologic hematologic disease application clinical trial submitted foa hypothesis driven clearly described aim objective high likelihood trial finding improve understanding diagnosis prevention treatment disease studied potential impact clinical practice andor public health nih defines clinical trial research study one human subject prospectively assigned one intervention may include placebo control evaluate effect intervention healthrelated biomedical behavioral outcome application submitted foa may propose either therapeutic mechanistic clinical trial therapeutic trial goal determining clinical safety tolerability efficacy andor effectiveness intervention designed prevent treat disease condition study may pragmatic trial intervention tested usual condition applied explanatory trial intervention tested idealized circumstance mechanistic trial designed understand biologic process pathophysiology disease mechanism action intervention example trial consistent intent foa clinical trial test safety tolerability dosing andor efficacy new repurposed pharmacologic biologic surgical intervention unique combination therapy clinical trial improve process care clinical trial behavioral intervention prevent disease promote treatment adherence improve disease management treatment clinical trial designed test biomarker diagnostic test medical device would improve diseaseoutcome riskstratification diagnosis treatment monitoring treatment response comparative effectivenesspragmatic clinical trial previously established therapy andor testing effect therapy among disease subgroup clinical trial primary objective test clinical efficacy effectiveness intervention intervention used understand biological process pathophysiology disease mechanism action intervention goal assess healthrelated outcome many disease within mission niddk disproportionately affect individual racial ethnic minority niddk encourages research focusing minority underserved population place high priority clinical trial understand eliminate health disparity foa intended observational study may submitted nih parent foas relevant nih foas type human subject research fit nih definition clinical trial may also submitted nih parent clinical trial allowed foa foa intended support activity required development clinical trial designing study writing protocol informed consent document identifying participating site rationale design proposed trial must supported strong preliminary data foa pilot feasibility study investigator need collect preliminary data conduct pilot feasibility study may consider one niddk foas clinical trial conducted one two distinct clinical research center permitted announcement multicenter trial appropriate foa supported purpose foa clinical research center may encompass one physical location clinical trial conducted study participant recruited andor intervened upon andor outcome assessed single protocol long location overall direction single investigator announcement multicenter clinical trial defined include three clinical research center recruitment intervention delivery participant assessment occur direction investigator three separate research center responsible overall conduct center performance data coordinating center considered clinical research center application clinical trial requiring three center submitted niddk multicenter clinical study implementation planning cooperative agreement niddk multicenter clinical study cooperative agreement foas explained notice see foas allow multicenter study foa support research within mission niddk research application area primarily within mission nih institute center appropriate foa supported niddk major interest diabetes complication research organspecific diabetes complication exception diabetic nephropathy within mission nih ic example research diabetic retinopathy submitted niddk may appropriate nei research cardiovascular disease cardiomyopathy cardiac autonomic neuropathy hypertension dyslipidemia submitted niddk may appropriate nhlbi research endocrine cancer submitted niddk may appropriate nci research focusing primary prevention treatment gestational diabetes directed immediate pregnancy outcome woman newborn submitted niddk may appropriate nichd reproductive endocrinology within mission niddk study topic supported announcement niddk major interest obesity research research obesityrelated endpoint outside mission niddk submitted nih ic example research pathogenesis prevention treatment obesityrelated cardiovascular disease hypertension asthma heart failure submitted niddk may appropriate nhlbi research obesityrelated musculoskeletal disorder submitted niddk may appropriate niams research use abuse alcohol bariatric surgery submitted niddk may appropriate niaaa niddk also interested nutrition clinical trial aim treat disease within mission niddk improve health niddk interested clinical trial translational potential clinically meaningful endpoint disease alimentary tract liver pancreas trial cancer submitted niddk may appropriate nci niddk also interested supporting clinical trial leading identification evaluation possible treatment prevent development progression kidney disease benign urological condition trial focused solely nonrenal outcome endpoint population kidney disease supported announcement submitted appropriate transplantation trial focused process mechanism acute chronic rejection kidney immunemediated disease kidney focus investigation submitted niddk may appropriate niaid trial involving malignant disease kidney urologic organ submitted niddk may appropriate nci information research program niddk found applicant foa strongly encouraged contact niddk staff soon possible development application later week prior application due date discus detail proposed clinical trial niddk staff help applicant understand whether proposed clinical trial within goal mission institute appropriate foa consultation process distinct preapproval requirement application budget direct cost year described section foreign application permitted must reflect special opportunity application involving animal vitro study appropriate foa application proposing animal work vitro study clinical trial human participant may use foa however nontrial work must complementary trial required preliminary work trial applicant reminded nih policy use single institutional review board multisite research well nih policy registration reporting result clinical trial award information funding instrument grant support mechanism providing money property eligible entity carry approved project activity application type allowed new renewal resubmission revision oer glossary application guide provide detail application type clinical trial required accepting application propose clinical trial need help determining whether clinical trial fund available anticipated number award number award contingent upon nih appropriation submission sufficient number meritorious application award budget application budget limited need reflect actual need proposed project award project period scope proposed project determine project period maximum project period five year eligible applicant eligible organization higher education institution publicstate controlled institution higher education private institution higher education following type higher education institution always encouraged apply nih support public private institution higher education hispanicserving institution historically black college university hbcus tribally controlled college university tccus alaska native native hawaiian serving institution asian american native american pacific islander serving institution aanapisis nonprofit institution higher education nonprofit irs status institution higher education nonprofit without irs status institution higher education forprofit organization small business forprofit organization small business government state government county government city township government special district government indiannative american tribal government federally recognized indiannative american tribal government federally recognized eligible agency federal government territory possession independent school district public housing authoritiesindian housing authority native american tribal organization federally recognized tribal government faithbased communitybased organization regional organization nondomestic nonus entity foreign institution foreign institution nondomestic nonus entity foreign institution eligible apply nondomestic nonus component organization eligible apply foreign component defined nih grant policy statement allowed,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51143,Funding Info,chad country programme human capital chad population million inhabitant total land area square two third desert ranked human development index chad weakened falling oil price terrorist attack recent year given high fertility rate child per woman population extremely young two three chadian year old expected next year total number chadian double country aim reach status emerging middleincome country year investing health education sector creating job increase potential reap demographic dividend achieving reduction mortality rate reaching demographic dividend challenging given current high fertility rate high dependency ratio large number unemployed youth undermine saving investment made support education health child despite effort level maternal mortality still high according demographic health survey data maternal mortality decreased per cent year maternal death per live birth half per cent adolescent girl aged year main reason inadequate health coverage insufficient number poorly trained healthcare worker insufficient availability poor quality maternal care affecting low assisted delivery rate per cent severe maternal morbidity obstetric fistula poverty low status woman low rate education girl underlying cause new programme aligned sustainable development goal vision tchad que nous voulons chad want undaf reducing fertility maternal mortality rate ensuring continuum development management humanitarian crisis emergency constitute necessary programming pillar achieve integration global objective national sustainable development vision guided resultsbased approach lesson learned new programme support country development policy programme focusing marginalized population refugee internally displaced population returnees woman childbearing age two humanitarian region lake chad basin southern border central africa republic four region east south centre north harmful practice female genital mutilation child marriage genderbased violence widespread selection region done order create synergy performancebasedfinancing sahel woman empowerment demographic dividend project partnership world bank unfpa government chad programme coordinated ministry planning forecasting synergy ministry charge public health woman youth education,"3.1.1 - Maternal mortality ratio|3.7.2 - Adolescent birth rate (aged 10_14 years; aged 15_19 years) per 1,000 women in that age group|3.7.1 - Proportion of women of reproductive age (aged 15_49 years) who have their need for family planning satisfied with modern methods|3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)|3.1.2 - Proportion of births attended by skilled health personnel|3.8.2 - Proportion of population with large household expenditures on health as a share of total household expenditure or income|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
217769,Contract,seasonal malaria chemoprevention child sahel,"3.3.3 - Malaria incidence per 1,000 population",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12010,Grant,national clinical trial network nctnnetwork lead academic participating site purpose funding opportunity announcement foa one six foas support comprehensive effort national cancer institute nci provide infrastructure conduct national clinical trial national clinical trial network nctn primary goal nctn conduct multicenter latephase clinical treatment trial randomized phase phase trial advanced imaging trial across broad range cancer modality diverse patient population part ncis overall clinical research program adult adolescent young adult child cancer nctn also conduct necessary preliminary study needed development definitive trial especially umbrellabasket trial rare tumor trial extensive national patient catchment area required nctn program support following clinical trial infrastructure component individual award made respective foas indicated nctn network group operation center rfaca nctn network group statistic data management center rfaca nctn canadian collaborating clinical trial network rfaca nctn network lead academic participating site rfaca foa nctn network radiotherapy imaging core service center rfaca nctnnetwork group integrated translational science center rfaca purpose funding opportunity announcement foa solicit application institutionsorganizations propose maintain establish network lead academic participating site lap nci national clinical trial network nctn nctn network lap provide scientific leadership helping develop conduct clinical trial association one adult network group contribute substantial accrual clinical trial conducted across entire nctn background march several year extensive consultation coordination numerous stakeholder nci transformed longstanding cooperative group clinical trial infrastructure program new nci national clinical trial network nctn conduct largescale national oncology treatment advanced imaging clinical trial era precision medicine recent advance deciphering cancer genome along emergence successful immunotherapy fundamentally changed approach cancer treatment introduced new challenge performing clinical trial due low incidence certain molecular abnormality development targeted therapy often requires infrastructure conduct clinical trial screen large number patient different cancer type identify patient whose tumor contain distinct molecular target therapy tested immunotherapeutic approach also present similar challenge tumor type respond approach selecting cancer type likely respond critical success nctns integrated collaborative network infrastructure allowed program meet challenge evaluating emerging therapy within broad investigator base drawn ncidesignated cancer center nci community oncology research program ncorp minorityunderserved ncorps academic community hospital private practitioner across internationally primary focus nctn conduct multicenter latephase clinical treatment trial randomized phase phase trial investigation new advanced imaging technique however appropriate preliminary study needed development potential definitive trial especially umbrellabasket trial rare tumor trial oriented discovery also conducted extensive national patient catchment area required stateoftheart clinical trial infrastructure nctn implement completes trial far rapidly past nctn streamlined trial registration data management tumor banking process cancer trial support unit ctsu provide online access material central institutional review board cirb make ethic review easier less redundant across country nctn also appeal industry partner evidenced large number biotechnology pharmaceutical company collaborate nctn precision medicine trial harnessing next generation dna rna sequencing method inform treatment choice nctns resource ideal screening large number patient identify patient whose tumor exhibit molecular feature may responsive new targeted treatment andor immunotherapy approach addition biospecimens collected patient nctn trial available help determine underlying biological reason response resistance therapy nctn also continued promote evaluation multimodality treatment including surgery radiotherapy combination novel agent maintained commitment conduct trial special population child adolescent young adult underserved population involving patient rare tumor focus allows nctn program complement rather duplicate research conducted private sector annual accrual nctn trial remained patient range mostly large phase phase trial larger number patient screened study determine whether might benefit therapy evaluation key component nctn program described briefly network group operation center operation center provide scientific leadership developing implementing multidisciplinary multiinstitutional trial range disease special population specific scientific strategy goal operation center scientific goal may include strategic innovation advanced technology specific research area advanced imaging methodsagents radiotherapy testing innovative concept tool prospective multiinstitutional clinical trial operation center responsible trial operation including timely protocol development management compliance food drug administration fda office human research protection ohrp regulatory patient protection requirement audit training quality assurance site support operation center expected closely integrated corresponding statistic data management center aspect trial operation jointly developed policy procedure clinical trial development conduct operation center also responsible network group administration including financial management monitoring member institutionsite performance coordination biospecimen collection patient clinical trial adherence applicable nihnci policy regulation network group operation center may also provide trial operation nci division cancer treatment diagnosis ncidctd approved multicenter phase phase trial originating outside network group network group statistic data management center center responsible providing statistical expertise required ensure effective scientific design conduct clinical trial well leadership innovation statistical methodology center also responsible data management data analysis statistical analysis nctn trial led affiliated network group operation center well translational ancillary study associated trial network group integrated translational science center award provide support leadership expertise facilitate incorporating translational science network group clinical trial network lead academic participating site lap rfa academic institutionssites provide scientific leadership development conduct clinical trial association one adult network group well substantial accrual clinical trial conducted across entire nctn network radiotherapy imaging core service center institutionorganization provides scientific technical expertise incorporation appropriate integrated quality assurance image data management applicable clinical trial conducted nctn require specialized quality assurance imaging data management andor assessment radiotherapy imaging intervention addition center also provides similar service approved ncisupported clinical trial network program ncidctd early phase clinical trial network program nci division cancer prevention ncidcp nci community oncology research program canadian collaborating clinical trial network canadian organization nonprofit clinical trial organization capable full partner network conduct largescale multisite clinical trial incorporation canadian clinical trial network collaborating partner brings additional advantage network group anticipated canadian member site canadian network able help reduce duplicative regulatory staff network operation center interaction ncisupported program addition six key component nctn described directly funded nctn program nci grant contractsupported program awardees well nci advisory committee important supporting role carrying research objective nctn program thus nctn awardees expected interact appropriate entitiesprograms nci clinical trial tumor bank nci community oncology research program ncorp minorityunderserved ncorps nci cancer trial support unit pediatric adult nci central institutional review board nci advisory scientific committee including nci scientific steering committee main research objective requirement foa network lead academic participating site application must address following required functional component related clinical treatment trial advanced imaging trial adult cancer patient clinical trial program functional component encompasses lap scientific leadership helping develop conduct clinical trial association one network group including lap support nctn initiative mentorship junior investigator site accrual program functional component provides robust accrual nctn trial across network including accrual rare cancer accrual special population minority underserved community adolescent young adult well timely activation trial good clinical trial stewardship,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease|3.b.2 - Total net official development assistance to medical research and basic health sector",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256008,Tender,consulting service rapid study capacity local administration readvertisement development area consultant undp office sanaa yemen kindly request submit proposal rapid study capacity local administration please guided form attached hereto annex preparing proposal proposal may submitted monday july cob hour via courier mail following address via electronic main procurementyemenundporg united nation development programme box sixty road front alawqaf complex near ministry human right sanaa yemen att undp yemen procurement unit fax course preparing proposal shall remain responsibility ensure reach address deadline proposal received undp deadline indicated whatever reason shall considered evaluation submitting proposal email kindly ensure signed pdf format free virus corrupted file objective scope study study aim assess capacity localo administration district focus delivery basic servicves population affected district subdistricts cover percent district nationwide study include institutional technical operational capacity local administration capacity assessed delivery three service education health water supply public work,"3.8.1 - Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)|3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis|3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
14310,Grant,research gastrointestinal mechanism contributing human immunodeficiency virus hiv pathogenesis purpose funding opportunity announcement foa seek interdisciplinary study led multiplepdpi team effect human immunodeficiency virus hiv treatment within gastrointestinal tract emphasis fundamental mechanism within tract impact hiv infection persistence immune microbial homeostasis enteropathy disease progression development important comorbidities multiple pdpi leadership structure required multiple pdpi team must include least one pdpi whose expertise primarily aspect hiv related proposed project least one pdpi appropriate expertise aspect gastrointestinal pathobiology collaboration provide rigorous thorough indepth evaluation potential mechanism might otherwise achieved synergistic partnership multiple pd pi would benefit several area biology intersects hiv infection example include mucosal immunity hivrelated pathogenesis mucosal innate adaptive immune system protective immunity hiv impact hiv infection treatment homeostasis chronic inflammation epithelial barrier dysfunction development comorbidities hiv infection research objective project submitted foa must use multiple pdpi format include least one pdpi whose primary expertise hiv least one pdpi whose primary expertise pathobiology foa issued address need develop greater interaction hiv research community expectation team necessarily previous publication otherwise history extensive previous collaboration development project reflected quality preliminary data rigor approach multiple pdpi leadership plan provide appropriate evidence strong dedicated multiple pdpi team project multiple pdpi structure includes least one pdpi whose expertise primarily aspect hiv related proposed project least one pdpi appropriate expertise aspect gastrointestinal pathobiology administratively withdrawn without review study primarily focused liver gallbladder pancreas nongi organ administratively withdrawn without review topic might responsive foa include limited dysfunctional mucosal immunity hiv infection underlying mechanism hiv enteropathy intestinal inflammation effect process homeostasis hiv disease progression epithelial cell biology intestinal barrier dysfunction hiv infection interaction hiv infection gut microbiome including effect hiv interaction constituent microbial consortium host hiv infection transmission dissemination persistence within tissue impact hiv treatment topic topic responsive foa project primarily focused immune system outside gastrointestinal tract study primarily focused consequence hiv infection treatment liver gallbladder pancreas nongi organ application compliant eligible foa also see section iii project led multiple pdpi team includes least one pdpi whose expertise primarily aspect hiv related proposed project least one pdpi appropriate expertise aspect gastrointestinal pathobiology,"3.3.1 - Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations|3.b.2 - Total net official development assistance to medical research and basic health sector",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13421,Grant,new approach characterize global burden antimicrobial resistance antimicrobial resistance amr within wide range infectious agent growing public health threat broad concern country multiple sector increasingly government around world beginning pay attention problem serious threatens achievement modern medicine postantibiotic erain common infection minor injury killfar apocalyptic fantasy instead real possibility century determining scope problem essential formulating monitoring effective response amr prevalence amr limit therapeutic option treatment infection increase social benefit disease prevention like environmental resource antimicrobial require stewardship effectiveness antimicrobial agent global public good,3.b.2 - Total net official development assistance to medical research and basic health sector,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233373,Contract,supporting investigation identify priority chinaafrica cooperation malaria control elimination,"3.3.3 - Malaria incidence per 1,000 population",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
